' ই.এম.	' I.ema.
নিশ্চিত করা	Nishcita kara
নিশ্চিতভাবে বলা	Nishcitabhabe bala
নিশ্চিতভাবেই	Nishcitabhabe'i
নিশ্চিহ্ন করা	Nishcihna kara
নিশ্ছিদ্র	Nishchidra
নিষঙ্গ	Nisanga
নিষিক্ত করা	Nisikta kara
নিষিদ্ধ	Nisid'dha
নিষিদ্ধ করা	Nisid'dha kara
নিষিদ্ধ জিনিসের তালিকা	Nisid'dha jinisera talika
নিষেক	Niseka
নিষেধ	Nisedha
নিষেধ	Nisedha
নিষেধ	Nisedha
নিষেধ	Nisedha
নিষেধ করা	Nisedha kara
নিষেধাজ্ঞা	Nisedhajna
নিষেধাজ্ঞা	Nisedhajna
নিষেধাজ্ঞামূলক	Nisedhajnamulaka
নিষেধাজ্ঞামূলকভাবে	Nisedhajnamulakabhabe
নিষেধাজ্ঞার	Nisedhajnara
নিষ্কর	Niskara
নিষ্করুণ	Niskaruna
নিষ্কলুষ	Niskalusa
নিষ্কাম	Niskama
নিষ্কাশন	Niskashana
নিষ্কাশন	Niskashana
নিষ্কাশন করা	Niskashana kara
নিষ্ক্রমণ করা	Niskramana kara
নিষ্ক্রিয়	Niskriya
নিষ্ক্রিয়	Niskriya
নিষ্ক্রিয়তা	Niskriyata
নিষ্ক্রিয়তা	Niskriyata
নিষ্ঠা	Nisha
নিষ্ঠা	Nisha
নিষ্ঠুর	Nishura
নিষ্ঠুর	Nishura
নিষ্ঠুরতা	Nishurata
নিষ্পত্তি	Nispatti
নিষ্পত্তিমূলক	Nispattimulaka
নিষ্পন্ন কার্য	Nispanna karya
নিষ্পাদন	Nispadana
নিষ্পিষ্ট	Nispisa
নিষ্প্রদীপ	Nispradipa
নিষ্প্রভতা	Nisprabhata
নিষ্ফল	Nisphala
নিসর্গী	Nisargi
নিসৃষ্ঠ	Nisrsha
নিস্তব্ধতা	Nistabdhata
নিস্তার	Nistara
নিস্তেজ	Nisteja
নিহত	Nihata
নীচ	Nica
নীচ আপ	Nica apa
নীচ গ্লাইডিং	Nica gla'iding
নীড়	Nira
নীড় ডিম	Nira dima
নীতি	Niti
নীতি	Niti
নীতি	Niti
নীতিগত	Nitigata
নীতিনষ্ট করা	Nitinasa kara
নীতিশাস্ত্র	Nitishastra
নীরব	Niraba
নীরব	Niraba
নীরব অংশীদার	Niraba anshidara
নীরবতা	Nirabata
নীরস করা	Nirasa kara
নীরোগ	Niroga
নীল	Nila
নীল অপরাজিতা	Nila aparajita
নীল আইন	Nila a'ina
নীল চিপ	Nila cipa
নীল জিন্স	Nila jinsa
নীল পনির	Nila panira
নীল বাবু	Nila babu
নীলকণ্ঠ	Nilakanha
নীলকান্তমণি	Nilakantamani
নীলমাছি	Nilamachi
নীলমাছি বাজার	Nilamachi bajara
নীলাভ	Nilabha
নুড়ি	Nuri
নুড়ি	Nuri
নুড়ি	Nuri
নুতন গুলি ভরা	Nutana guli bhara
নুতন বিভাজন	Nutana bibhajana
নুতন বিভাজন করা	Nutana bibhajana kara
নুতনের মত করা	Nutanera mata kara
নুর	Nura
নূতন জলবায়ু সহ্য করিতে অভ্যস্ত করান	Nutana jalabayu sahya karite abhyasta karana
নূতন দান্ত লাগান	Nutana danta lagana
নূতন দ্যর্তি-করা সৈনিক	Nutana dyarti-kara sainika
নূতন স্থান নির্দেশ করা	Nutana sthana nirdesha kara
নূতনত্ব	Nutanatba
নৃতাত্ত্বিক	Nrtattbika
নৃত্যশালা	Nrtyashala
নৃবিদ্যা	Nrbidya
নৃবেজ্ঞানী	Nrbejnani
নৃশংস	Nrshansa
নৃশংস	Nrshansa
নৃশংস	Nrshansa
নৃশংসভবে	Nrshansabhabe
নৃশংসভাবে	Nrshansabhabe
নৃশংসভাবে	Nrshansabhabe
নেংটি	Neni
নেই	Ne'i
নেকটাই	Nekaa'i
নেকড়া	Nekara
নেকলেস	Nekalesa
নেগলিজে	Negalije
নেট	Nea
নেটওয়ার্ক	Nea'oyarka
নেটিভ আমেরিকান	Neibha amerikana
নেটিভ স্পিকার	Neibha spikara
নেড়িকুত্তা	Nerikutta
নেতিবাচক	Netibacaka
নেতিবাচক প্রতিক্রিয়া	Netibacaka pratikriya
নেতিবাচকভাবে	Netibacakabhabe
নেত্তয়া	Nettaya
নেত্রপল্লব	Netrapallaba
নেপচুন গ্রহ	Nepacuna graha
নেভান	Nebhana
নেভান	Nebhana
নেভান	Nebhana
নেভিগেট	Nebhigea
নেশা	Nesha
নেশাখোর	Neshakhora
নেশাখোর	Neshakhora
নেহাই	Neha'i
নেহাৎ ভালমানুষ	Nehat bhalamanusa
নেহাৎ ভালমানুষ	Nehat bhalamanusa
নৈকট্য	Naikaya
নৈকতলীয়	Naikataliya
নৈতিক	Naitika
নৈতিক	Naitika
নৈতিক করা	Naitika kara
নৈতিক বক্তৃতা	Naitika baktrta
নৈবেদ্য	Naibedya
নৈরাকার	Nairakara
নৈরাজ্যবাদী	Nairajyabadi
নৈর্ঋত	Nair'rta
নৈর্ব্যক্তিক	Nairbyaktika
নৈর্ব্যক্তিকতা	Nairbyaktikata
নৈশ ভোজের সময় পরিধেয় জ্যাকেট	Naisha bhojera samaya paridheya jyakea
নৈশবিদ্যালয়	Naishabidyalaya
নৈশভোজ	Naishabhoja
নো শো	No sho
নোংরা	Nonra
নোংরা	Nonra
নোংরা	Nonra
নোংরা দাগ	Nonra daga
নোংরাভাবে	Nonrabhabe
নোঙ্গর	Nongara
নোঙ্গরস্থান	Nongarasthana
নোট	Noa
নোট	Noa
নোটবই	Noaba'i
নোটবই	Noaba'i
নোটারি পাবলিক	Noari pabalika
নোড	Noda
নোনা জলের	Nona jalera
নৌ	Nau
নৌকা	Nauka
নৌকা মানুষ	Nauka manusa
নৌবাহিনী	Naubahini
নৌসেনাপতি	Nausenapati
ন্যক্কার	N'yakkara
ন্যক্কারজনক	N'yakkarajanaka
ন্যস্ত করা	N'yasta kara
ন্যাটো	N'yao
ন্যাপকিন	N'yapakina
ন্যাবা	N'yaba
ন্যাভিগেশানাল	N'yabhigeshanala
ন্যায়	N'yaya
ন্যায়ত	N'yayata
ন্যায়নির্ণয় করা	N'yayanirnaya kara
ন্যায়নির্ণায়ক	N'yayanirnayaka
ন্যায়পরায়ণতা	N'yayaparayanata
ন্যায়পরায়ণতা	N'yayaparayanata
ন্যায়পাল	N'yayapala
ন্যায়ভ্রষ্ট	N'yayabhrasa
ন্যায়সঙ্গত	N'yayasangata
ন্যায়াসন	N'yayasana
ন্যায্য	N'yayya
ন্যায্যতা প্রতিপাদন করা	N'yayyata pratipadana kara
ন্যাশনাল গার্ড	N'yashanala garda
ন্যূন	N'yuna
ন্যূনতা	N'yunata
পঁচক	Pamcaka
পঁচকোণ	Pamcakona
পঁচকোণ	Pamcakona
পঁচাশত্তম	Pamcashattama
পক-তাগা	Paka-taga
পকেট	Pakea
পকেট ব্যাগ	Pakea byaga
পকেটমার	Pakeamara
পকেটে যত ধরে তত	Pakee yata dhare tata
পক্বতা	Pakbata
পক্ষ	Paksa
পক্ষপাত	Paksapata
পক্ষপাত	Paksapata
পক্ষপাত	Paksapata
পক্ষপাত	Paksapata
পক্ষপাত	Paksapata
পক্ষপাতদুষ্ট	Paksapatadusa
পক্ষপাতদুষ্ট	Paksapatadusa
পক্ষপাতমূলক	Paksapatamulaka
পক্ষপাতমূলক	Paksapatamulaka
পক্ষবিধুনন	Paksabidhunana
পক্ষভুক্ত করা	Paksabhukta kara
পক্ষাঘাত	Paksaghata
পক্ষাঘাতগ্রস্ত	Paksaghatagrasta
পক্ষান্তরিত করা	Paksantarita kara
পক্ষাবলম্বন	Paksabalambana
পক্ষিবিজ্ঞান	Paksibijnana
পক্ষিবিজ্ঞানী	Paksibijnani
পক্ষীবিশেষ	Paksibishesa
পক্ষীবিশেষ	Paksibishesa
পক্ষীর পালকসমূহ	Paksira palakasamuha
পক্ষ্ম	Paksma
পঙ্কিল	Pankila
পঙ্কিল	Pankila
পচা	Paca
পচা	Paca
পচা	Paca
পচা	Paca
পচা ঘা	Paca gha
পচান	Pacana
পচানি	Pacani
পচিয়া উঠা	Paciya uha
পছন্দ	Pachanda
পছন্দ	Pachanda
পঞ্চম	Pancama
পঞ্চাশ	Pancasha
পট	Paa
পটকান	Paakana
পটভূমি	Paabhumi
পটমণ্ডপ	Paamandapa
পটাং	Paang
পটান	Paana
পটাশিয়াম	Paashiyama
পড়তা	Parata
পড়ন	Parana
পড়া	Para
পড়া	Para
পড়া	Para
পড়া	Para
পড়া	Para
পড়ান	Parana
পড়ানো	Parano
পড়ার অসুবিধা	Parara asubidha
পড়াশোনা	Parashona
পড়ুন	Paruna
পড়ুয়া	Paruya
পড়েছিল	Parechila
পণ	Pana
পণ্ডিত	Pandita
পণ্ডিত	Pandita
পণ্ডিতিপনা	Panditipana
পণ্ডিতিপনামূলক	Panditipanamulaka
পণ্য	Panya
পতঙ্গবিজ্ঞান	Patangabijnana
পতঙ্গবিজ্ঞানী	Patangabijnani
পতন	Patana
পতন	Patana
পতর	Patara
পতাকা	Pataka
পতাকা অর্ধাবনমিত করা	Pataka ardhabanamita kara
পতাকাদণ্ড	Patakadanda
পতাকাবাহী	Patakabahi
পতিত	Patita
পতিত হত্তয়া	Patita hattaya
পতিতা	Patita
পতিতাবৃত্তি	Patitabrtti
পত্নী	Patni
পত্র	Patra
পত্র	Patra
পত্রিকার দোকান	Patrikara dokana
পথ	Patha
পথ	Patha
পথ	Patha
পথচারী	Pathacari
পথচারীদের	Pathacaridera
পথনির্দেশক স্তম্ভ	Pathanirdeshaka stambha
পথপঁজি	Pathapamji
পথপ্রদর্শন	Pathapradarshana
পথভ্রষ্ট	Pathabhrasa
পথভ্রষ্ট করা	Pathabhrasa kara
পথভ্রষ্ট হত্তয়া	Pathabhrasa hattaya
পথযোগ্য	Pathayogya
পথরোধ	Patharodha
পথিপার্শ্বস্থ	Pathiparshbastha
পদচিহ্ন	Padacihna
পদচিহ্নাঙ্কিত অনুসরণপথ	Padacihnankita anusaranapatha
পদচু্যত করা	Padacuyata kara
পদচু্যত করা	Padacuyata kara
পদত্যাগ	Padatyaga
পদত্যাগ	Padatyaga
পদত্যাগ	Padatyaga
পদত্যাগ করা	Padatyaga kara
পদদলিত করা	Padadalita kara
পদদলিত করা	Padadalita kara
পদধ্বনি	Padadhbani
পদপৃষ্ঠ	Padaprsha
পদবিক্ষেপ	Padabiksepa
পদবিন্যাস পাথর	Padabin'yasa pathara
পদব্রজে গমনকারীদের জন্য সেতু	Padabraje gamanakaridera jan'ya setu
পদব্রজে ভ্রমণ	Padabraje bhramana
পদমর্যাদার	Padamaryadara
পদলেহন	Padalehana
পদস্খলন	Padaskhalana
পদাঘাত	Padaghata
পদাঙ্ক	Padanka
পদাঙ্গুলির ডগায় ভর দিয়া চলা	Padangulira dagaya bhara diya cala
পদাঙ্গুলির ভর দিয়া দাঁড়াইবার মত জায়গা	Padangulira bhara diya damra'ibara mata jayaga
পদাতিকবর্গ	Padatikabarga
পদান্বয়ী অব্যয়	Padanbayi abyaya
পদাবনতি	Padabanati
পদার্থ	Padartha
পদার্থ সেকেন্ড	Padartha sekenda
পদার্থবিদ্যা	Padarthabidya
পদালী	Padali
পদোন্নতি	Padonnati
পদ্ধতি	Pad'dhati
পদ্য	Padya
পনি টেইল	Pani e'ila
পনের	Panera
পনেরই	Panera'i
পপ	Papa
পপ ব্যঙ্গ	Papa byanga
পপ সঙ্গীত	Papa sangita
পপৌরি	Papauri
পবিত্র	Pabitra
পবিত্র	Pabitra
পবিত্র অভিসিঁচনসংক্রান্ত	Pabitra abhisimcanasankranta
পবিত্র আত্মা	Pabitra atma
পবিত্র আত্মা	Pabitra atma
পবিত্র আলাপন	Pabitra alapana
পবিত্র করা	Pabitra kara
পবিত্র কিছুকে অপবিত্রকরণ	Pabitra kichuke apabitrakarana
পবিত্র ব্যক্তির অসম্মানকারী	Pabitra byaktira asam'manakari
পবিত্রতা	Pabitrata
পয়মাল	Payamala
পয়সের পাঁচ সের	Payasera pamca sera
পয়েজড	Payejada
পরক	Paraka
পরক	Paraka
পরগাছা	Paragacha
পরচর্চা	Paracarca
পরচুলার ক্ষুদ্র গুচ্ছ	Paraculara ksudra guccha
পরজীবী	Parajibi
পরদেশী	Paradeshi
পরন্তু	Parantu
পরব	Paraba
পরবর্তী	Parabarti
পরবর্তী	Parabarti
পরবর্তী সেরা	Parabarti sera
পরবর্তীকালে	Parabartikale
পরম	Parama
পরম দিন	Parama dina
পরমাণু	Paramanu
পরমানন্দ	Paramananda
পরমানন্দ	Paramananda
পরশ্রীকাতর	Parashrikatara
পরস্পর	Paraspara
পরস্পর আলিঙ্গনাবদ্ধ করা	Paraspara alinganabad'dha kara
পরস্পরবিরোধী	Parasparabirodhi
পরস্পরবিরোধী	Parasparabirodhi
পরস্পরের	Parasparera
পরস্পরের উপর নির্ভরশীল	Parasparera upara nirbharashila
পরাক্রম	Parakrama
পরাগ	Paraga
পরাগযোগ	Paragayoga
পরাগিত করা	Paragita kara
পরাজয়	Parajaya
পরাজয়	Parajaya
পরাজিত মনোভাবসম্পন্ন ব্যক্তি	Parajita manobhabasampanna byakti
পরাধীন	Paradhina
পরাভূত করা	Parabhuta kara
পরাভূত করা	Parabhuta kara
পরাভূত করা	Parabhuta kara
পরামর্শ	Paramarsha
পরামর্শ	Paramarsha
পরামর্শ	Paramarsha
পরামর্শ	Paramarsha
পরার্থপর	Pararthapara
পরার্থপরতা	Pararthaparata
পরাশ্রয়ী	Parashrayi
পরিকল্পক	Parikalpaka
পরিকল্পনা	Parikalpana
পরিকল্পনা	Parikalpana
পরিকল্পনা	Parikalpana
পরিকল্পনা করা	Parikalpana kara
পরিক্রমণ	Parikramana
পরিক্রমা	Parikrama
পরিখা	Parikha
পরিখা	Parikha
পরিগণনা	Pariganana
পরিচয়	Paricaya
পরিচয়চিহ্ন	Paricayacihna
পরিচয়হীন	Paricayahina
পরিচর্যা করা	Paricarya kara
পরিচায়ক	Paricayaka
পরিচায়ক	Paricayaka
পরিচায়ক চিহ্ন	Paricayaka cihna
পরিচালক	Paricalaka
পরিচালনসাধ্যতা	Paricalanasadhyata
পরিচালনা করা	Paricalana kara
পরিচিত	Paricita
পরিচিত	Paricita
পরিচিত	Paricita
পরিচ্চদ-রক্ষক বহিরাবরণ	Pariccada-raksaka bahirabarana
পরিচ্ছন্নতা	Paricchannata
পরিণতিস্বরুপ	Parinatisbarupa
পরিণয়	Parinaya
পরিণয়সূত্রের আবদ্ধ	Parinayasutrera abad'dha
পরিণাম	Parinama
পরিণাম	Parinama
পরিণাম	Parinama
পরিণামদর্শী	Parinamadarshi
পরিণামস্বরূপ	Parinamasbarupa
পরিতাপ	Paritapa
পরিতৃপ্ত করা	Paritrpta kara
পরিতৃপ্ত করা	Paritrpta kara
পরিতৃপ্তি	Paritrpti
পরিতোষ	Paritosa
পরিত্যক্ত	Parityakta
পরিত্যক্ত	Parityakta
পরিত্যক্ত	Parityakta
পরিত্যাগ করা	Parityaga kara
পরিত্যাগ করা	Parityaga kara
পরিত্যাগ করা	Parityaga kara
পরিত্যাগ করা	Parityaga kara
পরিত্যাগ করা	Parityaga kara
পরিদর্শক	Paridarshaka
পরিদর্শক	Paridarshaka
পরিদর্শক	Paridarshaka
পরিদর্শন	Paridarshana
পরিদর্শন করা	Paridarshana kara
পরিদর্শনকরণ	Paridarshanakarana
পরিদৃশ্য	Paridrshya
পরিধি	Paridhi
পরিপাক করা	Paripaka kara
পরিপাটি	Paripai
পরিপাটি	Paripai
পরিপাটি করা	Paripai kara
পরিপার্শ্ব	Pariparshba
পরিপূরক	Paripuraka
পরিপূর্ণ	Paripurna
পরিপূর্ণ	Paripurna
পরিপূর্ণতা	Paripurnata
পরিপোষক	Pariposaka
পরিপ্রেক্ষিত	Paripreksita
পরিপ্রেক্ষিত	Paripreksita
পরিবর্তন	Paribartana
পরিবর্তন	Paribartana
পরিবর্তন করা	Paribartana kara
পরিবর্তন করা	Paribartana kara
পরিবর্তনশীল	Paribartanashila
পরিবর্তনশীলতা	Paribartanashilata
পরিবর্তে	Paribarte
পরিবর্ধক	Paribardhaka
পরিবর্ধন	Paribardhana
পরিবহন	Paribahana
পরিবহন	Paribahana
পরিবহন	Paribahana
পরিবার	Paribara
পরিবার গাছ	Paribara gacha
পরিবার ঘর	Paribara ghara
পরিবার পরিকল্পনা	Paribara parikalpana
পরিবার প্রধান	Paribara pradhana
পরিবারের জীবিকার্জক	Paribarera jibikarjaka
পরিবেশ	Paribesha
পরিবেশ	Paribesha
পরিবেশক	Paribeshaka
পরিবেশগত	Paribeshagata
পরিবেশন করা	Paribeshana kara
পরিবেশবিদ	Paribeshabida
পরিবেষ্টন করা	Paribesana kara
পরিবেষ্টন করা	Paribesana kara
পরিবেষ্টনী	Paribesani
পরিব্যাপক	Paribyapaka
পরিব্যাপ্তি	Paribyapti
পরিভাষা	Paribhasa
পরিভাষা	Paribhasa
পরিমাণ	Parimana
পরিমাণ	Parimana
পরিমাপ করা	Parimapa kara
পরিমার্জন করা	Parimarjana kara
পরিশিষ্টের	Parishisera
পরিশেষ	Parishesa
পরিশেষে	Parishese
পরিশোধ	Parishodha
পরিশোধ	Parishodha
পরিশোধ করা	Parishodha kara
পরিশোধ করা	Parishodha kara
পরিশোধন	Parishodhana
পরিশোধসময়াতীত	Parishodhasamayatita
পরিশ্রম	Parishrama
পরিশ্রমী	Parishrami
পরিশ্রমী	Parishrami
পরিশ্রমী	Parishrami
পরিশ্রান্ত করা	Parishranta kara
পরিসংখ্যাত	Parisankhyata
পরিসংখ্যান	Parisankhyana
পরিসংখ্যানগত	Parisankhyanagata
পরিসংখ্যানসংক্রান্ত	Parisankhyanasankranta
পরিসংখ্যায়ক	Parisankhyayaka
পরিসমাপ্তি	Parisamapti
পরিসর	Parisara
পরিস্থিতির কমেডি	Paristhitira kamedi
পরিস্রুত করা	Parisruta kara
পরিহার	Parihara
পরিহার	Parihara
পরিহার করা	Parihara kara
পরিহার করা	Parihara kara
পরিহারক	Pariharaka
পরিহার্য	Pariharya
পরিহাস	Parihasa
পরী	Pari
পরী	Pari
পরী	Pari
পরী	Pari
পরী কাহিনী	Pari kahini
পরীক্ষক	Pariksaka
পরীক্ষা	Pariksa
পরীক্ষা	Pariksa
পরীক্ষা	Pariksa
পরীক্ষা	Pariksa
পরীক্ষা	Pariksa
পরীক্ষা	Pariksa
পরীক্ষা - ড্রাইভ	Pariksa - dra'ibha
পরীক্ষা করা	Pariksa kara
পরীক্ষা ক্ষেত্রে	Pariksa ksetre
পরীক্ষা ড্রাইভ	Pariksa dra'ibha
পরীক্ষা নিষেধাজ্ঞা	Pariksa nisedhajna
পরীক্ষাকাল	Pariksakala
পরীক্ষামূলক	Pariksamulaka
পরীক্ষামূলক	Pariksamulaka
পরীক্ষামূলকভাবে	Pariksamulakabhabe
পরীক্ষামূলকভাবে কৃত	Pariksamulakabhabe krta
পরে	Pare
পরে	Pare
পরে	Pare
পরোক্ষ	Paroksa
পরোক্ষ	Paroksa
পরোক্ষ ধোঁয়া	Paroksa dhomya
পরোক্ষ বস্তু	Paroksa bastu
পরোক্ষভাবে	Paroksabhabe
পরোক্ষভাবে	Paroksabhabe
পরোক্ষভাবে প্রকাশ করা	Paroksabhabe prakasha kara
পর্ণ	Parna
পর্ণরাজি	Parnaraji
পর্ণাঙ্গ	Parnanga
পর্তুগীজ	Partugija
পর্দা	Parda
পর্নোগ্রাফার	Parnographara
পর্যটক	Paryaaka
পর্যন্ত	Paryanta
পর্যন্ত	Paryanta
পর্যবেক্ষক	Paryabeksaka
পর্যবেক্ষণ	Paryabeksana
পর্যবেক্ষণশীল	Paryabeksanashila
পর্যাপ্ত	Paryapta
পর্যাপ্ত	Paryapta
পর্যাপ্তরূপে	Paryaptarupe
পর্যাবৃত্ত	Paryabrtta
পর্যাবৃত্ত	Paryabrtta
পর্যায়	Paryaya
পর্যায় সারণি	Paryaya sarani
পর্যায়ক্রমে	Paryayakrame
পর্যালোচনা	Paryalocana
পর্শুকা	Parshuka
পল	Pala
পলল	Palala
পলস্তারা	Palastara
পলাতক	Palataka
পলাতক	Palataka
পলাতক	Palataka
পলান	Palana
পলান	Palana
পলায়ন	Palayana
পলায়নী প্রবৃত্তি	Palayani prabrtti
পলায়নী প্রবৃত্তিপূর্ণ	Palayani prabrttipurna
পলি	Pali
পলিগ্রাফ	Paligrapha
পলিটেকনিক	Paliekanika
পলিমার	Palimara
পলিয়েস্টার	Paliyesara
পল্টন	Palana
পল্লব	Pallaba
পল্লব	Pallaba
পল্লবগ্রাহী	Pallabagrahi
পল্লী	Palli
পল্লীবাসী	Pallibasi
পল্লীবাসী	Pallibasi
পশম	Pashama
পশমী কাপড়	Pashami kapara
পশমী গেঁজী	Pashami gemji
পশা	Pasha
পশু	Pashu
পশুচিকিত্সক	Pashucikitsaka
পশুচিকিৎসা	Pashucikitsa
পশুপালক	Pashupalaka
পশ্চাদপসরণ	Pashcadapasarana
পশ্চাদপসরণ	Pashcadapasarana
পশ্চাদপসরণ করা	Pashcadapasarana kara
পশ্চাদ্দেশ	Pashcaddesha
পশ্চাদ্বর্তী	Pashcadbarti
পশ্চাদ্ভূমি	Pashcadbhumi
পসাম্	Pasam
পা	Pa
পা	Pa
পা টানিয়া চলা	Pa aniya cala
পা রাখার জায়গা	Pa rakhara jayaga
পা-চালনার কৌশল	Pa-calanara kaushala
পাঁক	Pamka
পাঁকাল	Pamkala
পাঁচ	Pamca
পাঁচ এবং দশ	Pamca ebang dasha
পাঁচ দিয়ে গুণ	Pamca diye guna
পাঁচড়া	Pamcara
পাঁজর	Pamjara
পাঁজর খাঁচা	Pamjara khamca
পাঁজা	Pamja
পাঁজি	Pamji
পাঁঠা	Pamha
পাংশু	Panshu
পাই	Pa'i
পাই চার্ট	Pa'i cara
পাইঁট্	Pa'im
পাইক	Pa'ika
পাইকারী হারে সরবরাহকারী	Pa'ikari hare sarabarahakari
পাইথন	Pa'ithana
পাইন	Pa'ina
পাইন-কাঠি	Pa'ina-kahi
পাইপ	Pa'ipa
পাইপ স্বপ্ন	Pa'ipa sbapna
পাইপলাইন	Pa'ipala'ina
পাইল	Pa'ila
পাইলট আলো	Pa'ilaa alo
পাউন্ড	Pa'unda
পাওয়া	Pa'oya
পাওয়া	Pa'oya
পাওয়ার স্টিয়ারিং	Pa'oyara siyaring
পাকড়	Pakara
পাকস্থলীতে গ্রহণ করা	Pakasthalite grahana kara
পাকা	Paka
পাকা	Paka
পাকা	Paka
পাকা	Paka
পাকা	Paka
পাকা করা	Paka kara
পাকান	Pakana
পাখলান	Pakhalana
পাখা	Pakha
পাখা মেইল	Pakha me'ila
পাখি	Pakhi
পাখি	Pakhi
পাখি	Pakhi
পাখিবিশেষ	Pakhibishesa
পাখির মাংস রাধবার আগে পাখির শরীরের যে সমস্ত ভক্ষণযোগ্য অঙ্গ আলাদা করে নেওয়া হয়	Pakhira mansa radhabara age pakhira sharirera ye samasta bhaksanayogya anga alada kare ne'oya haya
পাগড়ি	Pagari
পাগড়ি	Pagari
পাগড়ি	Pagari
পাগল	Pagala
পাগল করা	Pagala kara
পাগলা গারদ	Pagala garada
পাগলাটে	Pagalae
পাগলাটে	Pagalae
পাচক	Pacaka
পাচার	Pacara
পাচার	Pacara
পাচার করা	Pacara kara
পাচার করা	Pacara kara
পাছ	Pacha
পাছা	Pacha
পাছায় বড় মারা	Pachaya bara mara
পাট-কাপড়	Paa-kapara
পাটাতন	Paatana
পাটীগণিত	Paiganita
পাঠ	Paha
পাঠক	Pahaka
পাঠকবর্গ	Pahakabarga
পাঠান	Pahana
পাঠোদ্ধার করা	Pahod'dhara kara
পাঠোদ্ধার করা	Pahod'dhara kara
পাঠ্যক্রম	Pahyakrama
পাঠ্যপুস্তক	Pahyapustaka
পাড়	Para
পাড়	Para
পাড়	Para
পাড় সুবিধা	Para subidha
পাণ্ডিত্যপূর্ণ	Pandityapurna
পাণ্ডু	Pandu
পাণ্ডুবর্ণের	Pandubarnera
পাণ্ডুবর্ণের	Pandubarnera
পাতন	Patana
পাতন	Patana
পাতলা	Patala
পাতলা	Patala
পাতলা	Patala
পাতলা	Patala
পাতলা	Patala
পাতলা তক্তার আবরণ	Patala taktara abarana
পাতলা নরম কাগজ	Patala narama kagaja
পাতিহাঁস	Patihamsa
পাত্র	Patra
পাথর	Pathara
পাথরকুঁচি	Patharakumci
পাথুরি	Pathuri
পাদ	Pada
পাদ	Pada
পাদ	Pada
পাদচালিত কল	Padacalita kala
পাদটীকা	Padaika
পাদপ্রদীপ	Padapradipa
পাদুকা	Paduka
পাদ্রি	Padri
পানপাত্র	Panapatra
পানপাত্র	Panapatra
পানভোজনোত্সব	Panabhojanotsaba
পানা	Pana
পানীয়	Paniya
পানীয়	Paniya
পানীয় জল	Paniya jala
পানীয় ফোয়ারা	Paniya phoyara
পানোত্সব	Panotsaba
পান্ডা	Panda
পান্থ	Pantha
পান্না	Panna
পাপ	Papa
পাপ	Papa
পাপ	Papa
পাপড়ি	Papari
পাপরিকা	Paparika
পাপিয়া	Papiya
পাপিষ্ঠ	Papisha
পাপী	Papi
পাপী	Papi
পাপোষ	Paposa
পাবন	Pabana
পাবলিক ইউটিলিটি	Pabalika i'uilii
পাবলিক এক্সেস	Pabalika eksesa
পাবলিক টেলিভিশন	Pabalika elibhishana
পাবলিক ঠিকানা সিস্টেম	Pabalika hikana sisema
পাবলিক ডিফেন্ডার	Pabalika diphendara
পাবলিক পরিবহন	Pabalika paribahana
পাবলিক সহায়তা	Pabalika sahayata
পাবলিক স্কুল	Pabalika skula
পাম রবিবার	Pama rabibara
পাম্প	Pampa
পাম্পারনিকেল	Pamparanikela
পায়খানা	Payakhana
পায়খানা	Payakhana
পায়খানা করা	Payakhana kara
পায়জামা	Payajama
পায়জামা	Payajama
পায়রা	Payara
পায়রার খোপ	Payarara khopa
পায়া	Paya
পায়ুসংক্রান্ত	Payusankranta
পায়ের নখ	Payera nakha
পায়ের পাতার মোজাবিশেষ	Payera patara mojabishesa
পারক	Paraka
পারক্সাইড	Paraksa'ida
পারমাণবিক	Paramanabika
পারমাণবিক	Paramanabika
পারমাণবিক চুল্লী	Paramanabika culli
পারমাণবিক পরিবার	Paramanabika paribara
পারমাণবিক প্রতিক্রিয়া	Paramanabika pratikriya
পারমাণবিক বোমা	Paramanabika boma
পারমাণবিক শক্তি	Paramanabika shakti
পারমাণবিক শক্তি	Paramanabika shakti
পারমানবিক চুল্লী	Paramanabika culli
পারমার্থিক	Paramarthika
পারম্পর্য	Paramparya
পারস্পরিক	Parasparika
পারস্পরিক	Parasparika
পারস্পরিক	Parasparika
পারস্পরিক অধীনতা	Parasparika adhinata
পারিবারিক	Paribarika
পারিবারিক করান	Paribarika karana
পারিবারিক ডাক্তার	Paribarika daktara
পারিবারিক নাম	Paribarika nama
পারিবারিক মূল্যবোধ	Paribarika mulyabodha
পারিশ্রমিক	Parishramika
পারিশ্রমিক	Parishramika
পারিশ্রমিক	Parishramika
পার্ক	Parka
পার্কওয়ে	Parka'oye
পার্কিং	Parking
পার্কিং গ্যারেজ	Parking gyareja
পার্কিং টিকেট	Parking ikea
পার্কিং ব্রেক	Parking breka
পার্কিং মিটার	Parking miara
পার্কিং লট	Parking laa
পার্টি	Pari
পার্টি আনুকূল্য	Pari anukulya
পার্টিশন	Parishana
পার্টিসিপেল	Parisipela
পার্থক্য	Parthakya
পার্থক্য	Parthakya
পার্থক্যসূচক	Parthakyasucaka
পার্থিব	Parthiba
পার্শ্ব অর্ডার	Parshba ardara
পার্শ্ব প্রতিক্রিয়া	Parshba pratikriya
পার্শ্ব রাস্তায়	Parshba rastaya
পার্শ্বদেশ	Parshbadesha
